Recency,Frequency,Monetary,Returns,CustomerID,Country
24,22.33333333,160.72,6,16656,United Kingdom
178,94,96.9,0,14037,United Kingdom
262,52,214.75,1,14256,United Kingdom
30,20.5625,441.88,5,14543,United Kingdom
11,88.25,174.24,0,16062,United Kingdom
69,36.75,895.89,0,18116,United Kingdom
48,34.88888889,532.88,1,16019,United Kingdom
130,58.5,237.53,2,18178,United Kingdom
7,32.36363636,569.14,1,18065,United Kingdom
31,27.66666667,1106.21,5,13148,United Kingdom
5,23.66666667,204.26,4,12989,United Kingdom
53,44.28571429,327.07,1,14107,United Kingdom
314,10.2,96.19,3,15881,United Kingdom
366,0,67.6,1,12785,Portugal
366,0,76.53,0,16727,United Kingdom
14,34.8,419.94,2,15514,United Kingdom
77,144,76.81,0,13787,United Kingdom
32,16.4,1022.56,7,17865,United Kingdom
26,23.92857143,1161.42,0,17220,United Kingdom
366,0,15.35,0,16565,United Kingdom
6,59.33333333,977.54,4,16873,United Kingdom
11,29.16666667,313.65,0,14062,United Kingdom
20,60,243.42,2,15179,United Kingdom
34,65.8,412.52,0,18016,United Kingdom
11,177,54.35,0,14448,United Kingdom
364,0,143.72,0,15503,United Kingdom
364,0,136.64,0,17251,United Kingdom
14,17.94736842,2088.92,7,16923,United Kingdom
21,30.81818182,1797.86,3,14159,United Kingdom
154,42,482.44,2,17126,United Kingdom
360,2,44.99,1,15224,United Kingdom
14,87.5,325.13,0,14577,United Kingdom
24,56.16666667,460.46,5,12753,Japan
14,57.83333333,282.84,0,17236,United Kingdom
42,39.875,588.63,0,17372,United Kingdom
39,162.5,303.89,0,16367,United Kingdom
145,109.5,0.34,0,12875,United Kingdom
47,105.3333333,209.44,0,17917,United Kingdom
247,38.33333333,191.25,0,16010,United Kingdom
125,47.4,510.92,1,17085,United Kingdom
4,16.66666667,1398.75,8,13668,United Kingdom
27,67,713.45,0,14684,United Kingdom
13,49.85714286,223.37,2,17188,United Kingdom
9,25,1827.52,0,15547,United Kingdom
38,64.6,1291.79,1,15998,United Kingdom
364,0,64.55,0,14413,United Kingdom
364,0,110.61,0,18004,United Kingdom
81,94,202.76,0,13959,United Kingdom
364,0,48.5,0,16665,United Kingdom
364,0,69.55,0,15454,United Kingdom
21,19.70588235,2098.69,5,15044,United Kingdom
10,50.28571429,149.35,0,17937,United Kingdom
6,89,84.5,0,14608,United Kingdom
7,118.3333333,334.06,0,17618,United Kingdom
19,42.75,2307.71,3,14505,United Kingdom
156,34.16666667,68.37,0,18037,United Kingdom
12,58.33333333,537.73,2,13198,United Kingdom
21,19.64705882,1838.89,2,12540,Spain
5,50.71428571,75.53,1,13225,United Kingdom
363,0,9.41,0,15361,United Kingdom
121,120.5,31.5,0,15689,United Kingdom
13,69.6,368.96,1,14290,United Kingdom
32,41.125,728,3,13209,United Kingdom
12,28.91666667,473.18,3,13999,United Kingdom
44,63.4,541.89,0,14498,United Kingdom
6,32,411.05,0,15854,United Kingdom
10,26.76923077,314.28,5,16701,United Kingdom
117,81.66666667,17.44,0,16927,United Kingdom
238,41.33333333,67.35,0,17990,United Kingdom
26,168.5,275.52,0,14544,United Kingdom
19,42.75,2092.92,2,17338,United Kingdom
14,34.4,1483.67,4,17231,United Kingdom
24,30.45454545,1033.37,1,17799,United Kingdom
97,66,496.79,2,14565,United Kingdom
28,66.6,402.27,0,16726,United Kingdom
363,0,155.87,0,17303,United Kingdom
54,51.33333333,807,2,14639,United Kingdom
9,23.13333333,1456.87,4,17611,United Kingdom
180,61,185.15,0,17179,United Kingdom
363,0,9.55,0,17524,United Kingdom
17,31,1125.63,9,12476,Germany
10,38.88888889,373.42,0,17293,United Kingdom
324,19,232.09,0,17890,United Kingdom
201,53.66666667,187.01,1,17375,United Kingdom
19,114.3333333,276.7,0,17371,United Kingdom
168,97,65.82,0,17969,United Kingdom
3,11.66666667,2019.75,4,15159,United Kingdom
12,116.6666667,80.62,0,13211,United Kingdom
243,29.75,80.29,1,15777,United Kingdom
21,37.44444444,942.61,4,14525,United Kingdom
38,32.2,208.97,2,13324,United Kingdom
140,57.33333333,159.79,3,13802,United Kingdom
362,0,11.85,0,13948,United Kingdom
325,0,24.28,1,13008,United Kingdom
241,0,35.94,1,14206,United Kingdom
362,0,62.73,0,16202,United Kingdom
3,119.3333333,389.33,0,16442,United Kingdom
25,33.3,492.3,4,18075,United Kingdom
53,0,107.66,3,15468,United Kingdom
17,29.4,400.07,5,16570,United Kingdom
33,36.11111111,820.66,0,14524,United Kingdom
0,0,0,0,0,0
86,87.5,183.63,2,12434,Australia
194,0,53.03,1,16810,United Kingdom
12,38.33333333,903.96,3,14961,United Kingdom
28,111,135.04,1,17041,United Kingdom
4,19.38888889,356.2,0,16458,United Kingdom
102,129.5,48.82,0,16083,United Kingdom
0,0,0,0,0,0
275,43,113.44,0,17194,United Kingdom
25,19.29411765,549.83,1,14057,United Kingdom
5,89,308.47,0,14871,United Kingdom
28,29.90909091,542.34,0,13178,United Kingdom
6,35.1,539.95,1,18044,United Kingdom
362,0,83,0,16812,United Kingdom
4,27.15384615,301.88,12,16191,United Kingdom
53,77,467.65,0,12370,Cyprus
10,7.772727273,2452.19,1,14298,United Kingdom
34,109,217.45,0,17158,United Kingdom
3,27.23076923,1741.07,5,14415,United Kingdom
9,58.33333333,423.57,0,16899,United Kingdom
24,47.85714286,215.23,0,16531,United Kingdom
6,23.2,434.4,3,17404,Sweden
68,41.42857143,803.76,0,16556,United Kingdom
175,93,174.86,0,16805,United Kingdom
108,63,350.58,1,16503,United Kingdom
13,49.42857143,214.92,1,17739,United Kingdom
19,85.25,127.43,1,13238,United Kingdom
338,11.5,114.05,1,12829,United Kingdom
34,32.4,1795.26,4,13097,United Kingdom
28,47.14285714,716.26,3,12867,United Kingdom
6,88.5,180.02,1,15392,United Kingdom
26,111.3333333,193.87,1,13846,United Kingdom
6,26.76923077,254.73,1,14401,United Kingdom
10,31.63636364,502.55,7,16145,United Kingdom
7,43.875,256.55,1,17629,United Kingdom
37,162,43.74,0,14150,United Kingdom
12,174.5,108.79,1,13496,United Kingdom
91,90,174.25,1,13611,United Kingdom
2,39.44444444,180.63,0,16954,United Kingdom
194,41.5,161.25,0,17454,United Kingdom
4,50.57142857,967.05,1,17449,United Kingdom
266,11.75,257.82,3,17230,United Kingdom
28,48.5,296.32,1,12865,Austria
33,81.5,326.83,1,15950,United Kingdom
157,101.5,13.65,0,15512,United Kingdom
361,0,54.05,0,17525,United Kingdom
9,24.71428571,930.26,8,13458,United Kingdom
25,28.6,731.66,6,14426,United Kingdom
31,65.6,516.9,0,16003,United Kingdom
72,57.4,125.45,1,13092,United Kingdom
2,35.4,296.08,2,13426,United Kingdom
10,175,22.44,1,15101,United Kingdom
88,90.66666667,63.19,0,17033,United Kingdom
242,59.5,330.95,0,13221,United Kingdom
62,42.42857143,94.2,2,14201,United Kingdom
129,57.5,75.82,1,17692,United Kingdom
5,178,111.19,0,15822,United Kingdom
23,168.5,71.66,1,16134,United Kingdom
361,0,109.27,0,17551,United Kingdom
361,0,11.55,0,18050,United Kingdom
38,80.5,105.53,0,14913,United Kingdom
0,0,0,0,0,0
107,63,227.24,0,15641,United Kingdom
91,89.33333333,781.02,0,13124,United Kingdom
62,49.33333333,543.17,1,17214,United Kingdom
285,25,96.3,0,15456,United Kingdom
73,71.5,117.52,0,15062,United Kingdom
37,64.4,163.18,0,12928,United Kingdom
18,48.42857143,980.94,0,15727,United Kingdom
167,64,66.11,0,17980,United Kingdom
6,19.22222222,663.14,3,15290,United Kingdom
361,0,0.42,0,17752,United Kingdom
12,14.7826087,1084.12,4,15615,United Kingdom
37,107.6666667,263.87,1,12577,France
27,0,13.42,2,17044,United Kingdom
0,0,0,0,0,0
33,22,195.82,2,17633,United Kingdom
13,20.08333333,355.84,7,13266,United Kingdom
0,0,0,0,0,0
52,0,70.81,1,15664,United Kingdom
108,126.5,141.2,0,17189,United Kingdom
360,0,51.65,0,17496,United Kingdom
19,23.92857143,747.83,2,16607,United Kingdom
68,58.2,496.15,3,13317,United Kingdom
3,35.4,374.17,4,13890,United Kingdom
2,32.09090909,516.63,0,17001,United Kingdom
240,60,98.45,0,15246,United Kingdom
32,53.5,110.41,3,16996,United Kingdom
17,28.33333333,375.42,4,15482,United Kingdom
271,29.33333333,121.78,0,16037,United Kingdom
55,50.66666667,440.85,0,14841,United Kingdom
18,30.63636364,744,6,16670,United Kingdom
19,33.8,504.96,1,16985,United Kingdom
2,17.65,1216.4,9,16705,United Kingdom
53,76.5,323.95,1,16470,United Kingdom
93,37.71428571,88.71,1,14414,United Kingdom
24,84,212.82,3,15563,United Kingdom
159,21.66666667,318.09,3,12980,United Kingdom
6,19.16666667,1249.13,1,16746,United Kingdom
14,37.88888889,323.59,0,14878,United Kingdom
31,46.57142857,280.89,1,16743,United Kingdom
107,84,246.09,0,17146,United Kingdom
5,29,292.43,0,12877,United Kingdom
11,87,275.37,0,15394,United Kingdom
3,71.2,277.53,1,14621,United Kingdom
171,26.42857143,492.75,1,15379,United Kingdom
10,38.33333333,287.37,1,14309,United Kingdom
11,49.42857143,379.8,0,17288,United Kingdom
17,25.92307692,540.01,1,14709,United Kingdom
5,117.6666667,230.66,2,15157,United Kingdom
5,58.83333333,121.59,1,17744,United Kingdom
66,36.375,756.58,4,16316,United Kingdom
58,100.3333333,372.97,3,15620,United Kingdom
360,0,24.96,0,15789,United Kingdom
28,165.5,220.11,1,16560,United Kingdom
4,15.77272727,832.06,18,13534,United Kingdom
254,34.66666667,97.09,0,17580,United Kingdom
0,0,0,0,0,0
220,46.33333333,36.22,0,15759,United Kingdom
360,0,46.5,0,14373,United Kingdom
360,0,80.45,1,18176,United Kingdom
77,141,108.84,0,15366,United Kingdom
5,11.43333333,727.66,2,14735,United Kingdom
4,70.8,220.59,1,16271,United Kingdom
6,24.78571429,807.16,13,18223,United Kingdom
27,82.75,992.81,2,15532,United Kingdom
105,63.25,63.08,0,16816,United Kingdom
6,12.81481481,679.1,3,16684,United Kingdom
18,42.125,533.23,1,14334,United Kingdom
23,18.33333333,555.1,0,16945,United Kingdom
172,93.5,49.19,1,14643,United Kingdom
12,115.3333333,97.03,2,15197,United Kingdom
249,55,71.32,0,14220,United Kingdom
360,0,99.1,0,13874,United Kingdom
174,30.5,469.94,2,18260,United Kingdom
83,30.33333333,215.8,0,17848,United Kingdom
308,25.5,211.91,0,17392,United Kingdom
77,70.5,178.71,0,12348,Finland
200,79.5,166.02,0,14985,United Kingdom
13,18.77777778,812.51,4,13004,United Kingdom
9,15.59090909,363.12,2,14560,United Kingdom
23,22,139.54,5,12931,United Kingdom
61,59.2,273.66,2,13627,United Kingdom
359,0,16.8,0,12551,Spain
6,70,391.96,1,12782,Portugal
4,38.88888889,2955.72,2,14769,United Kingdom
185,57.66666667,120.57,0,15780,United Kingdom
5,38.88888889,1024.88,3,12417,Belgium
3,8.894736842,1301.04,5,17315,United Kingdom
5,70.4,76.85,0,16711,United Kingdom
30,46.42857143,261.23,0,12726,France
359,0,21.64,0,15204,United Kingdom
23,41.5,199.32,2,17888,United Kingdom
52,50.83333333,172.86,1,17007,United Kingdom
359,0,6.99,0,15160,United Kingdom
163,48.5,635.88,1,14016,EIRE
359,0,29.05,0,13033,United Kingdom
30,54.5,161.15,0,12691,France
125,58.25,903.99,0,13869,United Kingdom
10,69.4,553.12,1,14146,United Kingdom
17,37.55555556,955.58,5,12705,Germany
17,113.3333333,348.72,0,16885,United Kingdom
60,148,143.62,0,17913,United Kingdom
13,85.75,556.82,2,12668,Germany
105,30.875,777.25,0,14472,United Kingdom
305,26,158.85,0,17358,United Kingdom
49,43.57142857,1598.34,2,16686,United Kingdom
9,49.42857143,452.27,1,18245,United Kingdom
357,0,79.94,0,17343,United Kingdom
0,0,0,0,0,0
51,60.8,266.19,0,16153,United Kingdom
317,19.5,209.35,0,12377,Switzerland
3,4.445945946,5176.09,3,14646,Netherlands
37,159.5,95.66,0,12944,United Kingdom
77,69.25,111.49,1,15312,United Kingdom
18,30.36363636,648.39,1,14099,United Kingdom
5,87.5,84.36,4,14113,United Kingdom
5,58.16666667,43.43,0,13104,United Kingdom
177,21.75,264.54,5,17204,United Kingdom
115,39.66666667,10.4,0,13027,United Kingdom
23,110.6666667,81.55,1,17621,United Kingdom
6,49.57142857,172.75,1,17090,United Kingdom
0,0,0,0,0,0
20,41.5,541.01,2,15527,United Kingdom
9,57.5,320.7,1,18097,United Kingdom
356,0,164.04,0,15460,United Kingdom
17,41.875,1155.17,3,15034,United Kingdom
2,43.625,364.2,1,12423,Belgium
44,25.41666667,1081.52,1,12678,France
3,70.2,204.68,1,15208,United Kingdom
12,18.61111111,102.83,2,17306,United Kingdom
5,116.3333333,61.44,0,14737,United Kingdom
32,107,73.88,0,13029,United Kingdom
355,0,174.03,0,16270,United Kingdom
59,98.33333333,151.34,0,13487,United Kingdom
355,0,108.5,0,12515,Italy
128,45,714.76,0,17400,United Kingdom
5,69.4,531.89,1,17593,United Kingdom
9,49,45.86,0,13953,United Kingdom
26,46.57142857,88.82,2,14533,United Kingdom
354,0,4.74,0,12734,France
31,24,511.14,2,14944,United Kingdom
314,0,61,1,17239,United Kingdom
238,28.5,359.9,0,14532,United Kingdom
187,33,305.61,1,12383,Belgium
353,0,3.45,0,15562,United Kingdom
52,75.25,26.25,0,15587,United Kingdom
353,0,34.92,0,13922,United Kingdom
31,161,77.27,0,13817,Germany
236,58.5,301.36,2,12585,Germany
48,152.5,33.64,0,13165,United Kingdom
353,0,66.4,0,13304,United Kingdom
24,63.2,166.32,0,13313,United Kingdom
69,54.2,401.55,4,16875,United Kingdom
341,0,30.05,0,16282,United Kingdom
11,40.875,670.58,4,12957,United Kingdom
68,24.45454545,692.29,4,14462,United Kingdom
74,52.8,152,1,13397,United Kingdom
3,84.25,430.02,1,13680,United Kingdom
19,39.625,389.86,5,12483,Sweden
70,89.66666667,303.37,0,15164,United Kingdom
128,42.2,61.2,0,17457,United Kingdom
10,40.875,497.79,2,14732,United Kingdom
44,32.66666667,631.33,1,14221,United Kingdom
21,63.6,420.77,0,14553,United Kingdom
158,91,41.11,0,13253,United Kingdom
2,9.264705882,1211.72,9,17389,United Kingdom
23,154,359.9,2,12578,Italy
74,66,66.59,2,15841,United Kingdom
145,48.25,8.92,0,16112,United Kingdom
25,28.18181818,137.13,0,13629,United Kingdom
6,55.16666667,88.87,0,16600,United Kingdom
319,10.5,4.55,0,15661,United Kingdom
19,106.6666667,13.93,0,16532,United Kingdom
340,0,40.5,0,15266,United Kingdom
3,41.75,786.8,0,14653,United Kingdom
35,60.6,728.29,0,16771,United Kingdom
111,57,295.53,0,17585,United Kingdom
11,21.46666667,572.83,1,15046,United Kingdom
128,23.22222222,216.72,1,13082,United Kingdom
340,0,661.11,0,15464,United Kingdom
46,26.27272727,528.82,3,18226,United Kingdom
175,54.33333333,121.21,0,18062,United Kingdom
26,15.15,2097.08,5,12415,Australia
0,0,0,0,0,0
25,38.875,276.22,1,17368,United Kingdom
11,36,426.02,1,14258,United Kingdom
34,23.07692308,2061.92,1,15719,United Kingdom
258,40,142.61,0,13368,United Kingdom
38,33,1106.83,0,17634,United Kingdom
35,75.5,443.82,1,16676,United Kingdom
193,0,19.99,1,16424,United Kingdom
5,20.4375,1220.93,0,18283,United Kingdom
317,10.5,232.9,0,12735,France
72,88.66666667,566.59,0,13764,United Kingdom
166,86,84.23,0,13656,United Kingdom
68,89.66666667,182.34,2,12413,France
48,48,308.68,0,14312,United Kingdom
124,71,222.73,0,13280,United Kingdom
19,39.375,376.76,2,15845,United Kingdom
13,69,227.3,2,16094,United Kingdom
339,0,139.32,0,13187,United Kingdom
196,71,75.79,0,16567,United Kingdom
198,46.33333333,48.51,0,14828,United Kingdom
61,69,256.44,1,12530,Germany
97,80,62.44,0,16551,United Kingdom
196,47,418.37,0,16889,United Kingdom
166,57,47.71,1,16473,United Kingdom
55,56,120.49,0,13750,United Kingdom
338,0,359.49,1,12501,Germany
338,0,15.28,0,15607,United Kingdom
241,48,17.61,0,15139,United Kingdom
338,0,88.62,0,12489,France
187,75.5,8.85,0,17707,United Kingdom
6,19.05882353,381.01,4,18198,United Kingdom
34,50.16666667,1081.63,2,12484,Spain
11,54.33333333,248.49,0,18179,United Kingdom
62,45.66666667,472.58,1,17284,United Kingdom
76,130.5,31.73,0,13233,United Kingdom
338,0,22.6,0,14889,United Kingdom
30,76.75,482.7,0,12480,Germany
236,50.5,178.22,0,14672,United Kingdom
110,45.4,559.81,1,13593,United Kingdom
124,53,115.55,1,13162,United Kingdom
9,35.77777778,191.07,0,13183,United Kingdom
24,103.6666667,277.88,3,17095,United Kingdom
66,33.5,112.96,0,12939,United Kingdom
11,24.61538462,248.44,2,15611,United Kingdom
7,40.75,637.98,2,17114,United Kingdom
42,32.22222222,742.87,2,15059,United Kingdom
7,23.14285714,1580.64,1,16326,United Kingdom
336,0,55.79,0,17128,United Kingdom
60,138,25,0,14761,United Kingdom
21,157,231.57,0,17555,United Kingdom
336,0,20.2,0,12651,France
80,50.8,315.93,2,16735,United Kingdom
3,83,150.32,0,16833,United Kingdom
39,32.55555556,228.85,0,17800,United Kingdom
19,63,118.75,0,16748,United Kingdom
11,29.09090909,937.92,1,14755,United Kingdom
12,32.1,1997.69,0,16549,United Kingdom
21,157.5,65.31,0,13565,United Kingdom
77,86,222.21,0,15799,United Kingdom
336,0,9.35,0,18032,United Kingdom
28,61.2,931.11,1,13451,United Kingdom
4,46.85714286,312.24,2,14794,United Kingdom
24,77.5,1140.19,1,12539,Spain
25,27.90909091,343.85,2,12500,Germany
60,54.6,275.96,2,18171,United Kingdom
23,51.33333333,234.18,1,16279,United Kingdom
11,40.125,420.06,0,12524,Germany
6,7.948717949,2319.55,12,17811,United Kingdom
335,0,40.3,0,16850,United Kingdom
12,64.2,174.5,0,14321,United Kingdom
335,0,42.11,0,15326,United Kingdom
220,28.5,268.4,0,17849,United Kingdom
303,15,26.78,4,13672,United Kingdom
53,70.25,128.8,2,14229,United Kingdom
46,72,102.16,1,13107,United Kingdom
51,47,497.57,0,16497,United Kingdom
27,102,463.11,1,16303,United Kingdom
60,29.88888889,544.16,3,15281,United Kingdom
335,0,22.32,0,12736,France
62,136,78.29,1,13473,United Kingdom
208,63,60.69,1,14320,United Kingdom
74,64.75,145.9,0,12393,Australia
115,109.5,133.43,0,17742,United Kingdom
334,0,15.9,0,16351,United Kingdom
191,28.2,182.31,1,12601,Germany
334,0,18.65,0,13144,United Kingdom
334,0,43.69,0,15346,United Kingdom
42,41.28571429,357.13,1,15370,United Kingdom
130,33.66666667,124.51,0,12643,France
42,0,9.65,1,14295,United Kingdom
198,45.33333333,56.2,0,16034,United Kingdom
14,39.625,905.29,0,17365,United Kingdom
3,7.609756098,924.73,12,15189,United Kingdom
243,30,460.02,0,14669,United Kingdom
314,10,55,0,18095,United Kingdom
66,33,527.33,5,15518,United Kingdom
237,32.33333333,30.44,1,15749,United Kingdom
12,53.16666667,460.36,1,14209,United Kingdom
105,45.4,67.12,0,15569,United Kingdom
73,65,214.79,0,12728,France
334,0,97.24,0,17569,United Kingdom
11,28.90909091,81.78,0,13784,United Kingdom
7,81.25,197.22,0,12724,France
20,38.75,235.89,2,13862,United Kingdom
31,42.85714286,935.13,1,16791,United Kingdom
42,58,221.93,1,16235,United Kingdom
333,0,132.55,0,14270,United Kingdom
326,0,20.5,1,12665,Germany
21,28,523.16,2,12523,France
19,51.83333333,672.21,0,16655,United Kingdom
9,35.77777778,537.45,3,16359,United Kingdom
44,96.33333333,177.82,4,16554,United Kingdom
59,68.25,2137.86,2,12359,Cyprus
91,15.73333333,136.38,1,15939,United Kingdom
20,34.33333333,915,1,14587,United Kingdom
26,76.25,237.3,0,14715,United Kingdom
333,0,179.2,0,14185,United Kingdom
3,17.88888889,798.5,1,12437,France
42,23.75,897.02,3,14040,United Kingdom
333,0,139.07,1,12652,France
63,67.25,235.53,0,14514,United Kingdom
333,0,18.85,1,15171,United Kingdom
41,72.5,223.52,0,14167,United Kingdom
119,70.66666667,159.38,3,17048,United Kingdom
2,29.63636364,1110.96,1,17364,United Kingdom
332,0,57.17,1,13284,United Kingdom
6,54,188.32,0,16500,United Kingdom
10,53.16666667,189.38,2,12951,United Kingdom
46,71.25,153.65,0,15835,United Kingdom
194,69,58.94,1,18190,United Kingdom
44,31.55555556,676.02,3,13993,United Kingdom
275,28,94.69,0,14114,United Kingdom
332,0,28.09,0,15447,United Kingdom
332,0,74.92,0,16315,United Kingdom
74,51.2,975.82,0,14978,United Kingdom
62,53.6,416.51,0,16395,United Kingdom
332,0,125,0,15510,United Kingdom
26,76.25,758.75,0,13614,United Kingdom
20,51.83333333,261.05,1,13246,United Kingdom
10,35.22222222,705.21,2,15687,United Kingdom
81,62,101.24,2,16493,United Kingdom
7,32.1,659.75,0,12490,France
331,0,37.9,0,12672,France
331,0,158.66,0,13385,United Kingdom
76,127,80.7,0,15626,United Kingdom
10,31.7,611.13,4,12553,France
320,5.5,37.29,1,15213,United Kingdom
61,89.66666667,552.25,4,14175,United Kingdom
331,0,153.5,0,18106,United Kingdom
6,31.9,1063.25,1,15033,United Kingdom
19,44.28571429,737.3,7,14329,United Kingdom
3,26.83333333,268.33,8,16401,United Kingdom
56,67.5,147.8,0,16206,United Kingdom
14,52,403.48,0,13782,United Kingdom
90,59.5,95.65,1,12924,United Kingdom
52,92.33333333,130.54,0,16593,United Kingdom
28,29.8,312.39,0,13700,United Kingdom
14,78.25,245.31,0,13064,United Kingdom
16,77.75,249.18,1,13048,United Kingdom
28,59.8,1034.84,2,18069,United Kingdom
35,58.4,626.15,0,13634,United Kingdom
44,17.4375,708.63,1,16843,United Kingdom
60,89,228.64,0,17064,United Kingdom
42,57,546.88,1,17609,United Kingdom
90,59.25,457.13,0,15673,United Kingdom
25,33.33333333,829.39,4,12626,Germany
59,38.28571429,284.79,1,14976,United Kingdom
17,51.5,277.77,0,12388,Australia
35,41.57142857,637.41,1,13527,United Kingdom
35,36.125,729.53,4,15696,United Kingdom
328,0,1.65,0,15316,United Kingdom
7,160.5,122.99,0,12673,Germany
52,45.5,674.66,4,15296,United Kingdom
13,44.85714286,193.6,1,17988,United Kingdom
5,80.5,112.38,0,12820,United Kingdom
6,24.30769231,820.34,2,13001,United Kingdom
75,41.66666667,60.55,0,14101,United Kingdom
328,0,18.3,0,14238,United Kingdom
5,24.46153846,433.78,2,17730,United Kingdom
171,78.5,47.65,1,13929,United Kingdom
19,77,344.42,1,14657,United Kingdom
328,0,80.86,0,13859,United Kingdom
328,0,131.48,0,18212,United Kingdom
9,30.33333333,334.6,5,14292,United Kingdom
12,48.2,479.4,4,13883,United Kingdom
327,0,110,0,18233,United Kingdom
42,142.5,99.57,0,17018,United Kingdom
236,45.5,59.53,0,14242,United Kingdom
24,100.6666667,188.87,0,12356,Portugal
327,0,1.04,1,12346,United Kingdom
327,0,31.37,0,13898,United Kingdom
140,62,21.15,0,16948,United Kingdom
290,12.33333333,23.4,0,16997,United Kingdom
83,81,52.73,0,12527,Germany
327,0,45.8,0,15395,United Kingdom
144,91,140.69,0,12510,Spain
0,0,0,0,0,0
3,8.742857143,3760.47,0,13263,United Kingdom
9,63.2,602.11,2,14428,United Kingdom
12,62.2,867.33,1,12451,Switzerland
97,76,127.15,0,12422,Australia
189,68.5,110.04,0,17708,United Kingdom
326,0,1.06,0,14090,United Kingdom
63,28.88888889,286.28,2,15606,United Kingdom
60,88,179.63,1,15831,United Kingdom
30,98.33333333,233.86,3,13310,United Kingdom
72,62.75,140.18,1,14916,United Kingdom
4,45.42857143,1101.21,2,17602,United Kingdom
5,45.28571429,806.73,3,14572,United Kingdom
18,102,32.36,0,13502,United Kingdom
28,148.5,57.91,0,14784,United Kingdom
114,41.8,41.77,0,15938,United Kingdom
69,28.22222222,1036.74,2,12637,France
44,140.5,88.25,0,17418,United Kingdom
282,14.33333333,279.8,0,14779,United Kingdom
74,50,44.1,2,16321,Australia
325,0,32.95,0,15262,United Kingdom
325,0,56.6,0,17862,United Kingdom
3,36.4,321.14,2,16892,United Kingdom
325,0,36.2,0,12402,Belgium
58,133,121.37,0,17771,United Kingdom
325,0,18.1,0,15422,United Kingdom
234,45,179.11,0,14770,United Kingdom
30,32.44444444,410.35,3,16912,United Kingdom
324,0,17.04,0,15174,United Kingdom
9,13.85,2073.61,4,14895,United Kingdom
39,28.1,356.73,1,12594,Italy
208,12.77777778,433.01,1,17504,United Kingdom
324,0,12.64,0,16387,United Kingdom
10,34.44444444,410.14,1,12664,Finland
33,58,348.1,1,16618,United Kingdom
229,47.5,231.26,0,17277,United Kingdom
12,23.53846154,3375.38,1,14088,United Kingdom
324,0,30.05,1,17094,United Kingdom
139,45.75,199.4,1,14692,United Kingdom
9,78.75,306.65,0,12970,United Kingdom
214,54.5,72.62,0,17889,United Kingdom
3,23.18181818,435.17,6,17644,United Kingdom
322,0,20.5,0,17714,United Kingdom
140,45,441.55,1,12916,United Kingdom
14,30.3,948.87,2,17769,United Kingdom
182,46.33333333,111.62,0,14450,United Kingdom
25,59.2,398.65,0,16085,United Kingdom
207,57.5,398.23,1,13659,United Kingdom
322,0,109.65,0,15167,United Kingdom
3,45,1133.26,1,15443,United Kingdom
112,52,455.22,0,14224,United Kingdom
18,24.83333333,1317.24,2,13742,United Kingdom
3,52.83333333,363.97,1,17673,United Kingdom
12,43.85714286,447.18,2,12727,France
322,0,98.2,0,14068,United Kingdom
12,154.5,3.44,0,13068,United Kingdom
321,0,49,0,14368,United Kingdom
19,151,53.9,1,15497,United Kingdom
312,4,74.53,1,12559,Germany
303,5.666666667,72.13,0,13819,United Kingdom
185,68,21.75,1,14501,United Kingdom
321,0,15.1,0,14782,United Kingdom
5,39.25,537.64,1,17861,United Kingdom
321,0,207.39,0,14439,Greece
17,60.4,291.21,1,18161,United Kingdom
321,0,38.24,0,15820,United Kingdom
65,85,103.68,1,18136,United Kingdom
18,75.5,39.99,1,16660,United Kingdom
129,47.75,212.17,2,12693,Germany
213,53.5,186.74,1,12625,Germany
31,145,167.48,2,13396,United Kingdom
4,44.85714286,262.17,1,12935,United Kingdom
54,88.66666667,114.89,1,16730,United Kingdom
60,32.125,273.51,0,14541,United Kingdom
321,0,30.6,0,13551,United Kingdom
17,75.25,203.41,1,12421,Spain
115,51.25,33.85,0,15797,United Kingdom
321,0,105.34,0,15052,United Kingdom
321,0,191.98,0,14130,United Kingdom
321,0,6.72,0,15222,United Kingdom
321,0,77.91,1,13615,United Kingdom
74,49,557.33,0,13901,United Kingdom
96,55.75,158.84,0,13158,United Kingdom
66,50.6,300.92,1,14257,United Kingdom
12,27.72727273,513.44,0,15218,United Kingdom
25,73.5,258.2,3,15110,United Kingdom
4,17.16666667,1719.76,7,14534,United Kingdom
25,147.5,240.88,0,15967,United Kingdom
320,0,9.54,0,16757,United Kingdom
80,79.66666667,305.21,2,12854,United Kingdom
24,74,451.77,1,13815,Germany
72,27.33333333,114,0,18008,United Kingdom
60,0,25.13,1,18277,United Kingdom
67,62.5,96,3,14389,United Kingdom
320,0,9.95,0,13703,United Kingdom
68,125.5,204.16,1,15339,United Kingdom
53,37.71428571,12949.99,3,12744,Singapore
320,0,441.82,0,16222,United Kingdom
47,38.85714286,329.45,1,14341,United Kingdom
38,70,414.65,1,13168,United Kingdom
213,35.33333333,225.14,0,16943,United Kingdom
33,71.5,325.45,0,17515,United Kingdom
35,142.5,342.19,0,17082,United Kingdom
320,0,24.42,0,14248,United Kingdom
80,80,211.07,0,12609,Germany
320,0,19.75,0,13002,United Kingdom
5,9.090909091,1085.93,13,16133,United Kingdom
66,126.5,55.07,0,13049,United Kingdom
152,83.5,10.2,0,14548,United Kingdom
76,81,146.551,0,13405,United Kingdom
